index,partition,label,gloss,original_filename
110,train,62,short,
111,train,62,short,
112,train,62,short,
113,train,62,short,
114,train,62,short,
115,train,62,short,
116,train,62,short,
117,train,62,short,
118,train,62,short,
119,train,62,short,
120,train,62,short,
121,train,65,tall,
122,train,65,tall,
123,train,65,tall,
124,train,65,tall,
125,train,65,tall,
126,train,65,tall,
127,train,65,tall,
128,train,65,tall,
129,train,65,tall,
130,train,65,tall,
131,train,65,tall,
132,train,65,tall,
133,train,65,tall,
134,train,66,thanksgiving,
135,train,66,thanksgiving,
136,train,66,thanksgiving,
137,train,66,thanksgiving,
138,train,66,thanksgiving,
139,train,66,thanksgiving,
140,train,66,thanksgiving,
141,train,66,thanksgiving,
142,train,66,thanksgiving,
143,train,66,thanksgiving,
144,train,66,thanksgiving,
145,train,66,thanksgiving,
146,train,66,thanksgiving,
147,train,68,trade,
148,train,68,trade,
149,train,68,trade,
150,train,68,trade,
151,train,68,trade,
152,train,68,trade,
153,train,68,trade,
154,train,68,trade,
155,train,68,trade,
156,train,68,trade,
157,train,68,trade,
158,train,68,trade,
159,train,68,trade,
160,train,27,basketball,
161,train,27,basketball,
162,train,27,basketball,
163,train,27,basketball,
164,train,27,basketball,
165,train,27,basketball,
166,train,27,basketball,
167,train,27,basketball,
168,train,27,basketball,
169,train,27,basketball,
170,train,27,basketball,
171,train,27,basketball,
172,train,31,call,
173,train,31,call,
174,train,31,call,
175,train,31,call,
176,train,31,call,
177,train,31,call,
178,train,31,call,
179,train,31,call,
180,train,31,call,
181,train,31,call,
182,train,31,call,
183,train,31,call,
184,train,34,change,
185,train,34,change,
186,train,34,change,
187,train,34,change,
188,train,34,change,
189,train,34,change,
190,train,34,change,
191,train,34,change,
192,train,34,change,
193,train,34,change,
194,train,34,change,
195,train,34,change,
196,train,36,cold,
197,train,36,cold,
198,train,36,cold,
199,train,36,cold,
200,train,36,cold,
201,train,36,cold,
202,train,36,cold,
203,train,36,cold,
204,train,36,cold,
205,train,36,cold,
206,train,36,cold,
207,train,36,cold,
208,train,38,corn,
209,train,38,corn,
210,train,38,corn,
211,train,38,corn,
212,train,38,corn,
213,train,38,corn,
214,train,38,corn,
215,train,38,corn,
216,train,38,corn,
217,train,38,corn,
218,train,38,corn,
219,train,38,corn,
220,train,40,dark,
221,train,40,dark,
222,train,40,dark,
223,train,40,dark,
224,train,40,dark,
225,train,40,dark,
226,train,40,dark,
227,train,40,dark,
228,train,40,dark,
229,train,40,dark,
230,train,40,dark,
231,train,40,dark,
232,train,49,last,
233,train,49,last,
234,train,49,last,
235,train,49,last,
236,train,49,last,
237,train,49,last,
238,train,49,last,
239,train,49,last,
240,train,49,last,
241,train,49,last,
242,train,49,last,
243,train,49,last,
244,train,50,later,
245,train,50,later,
246,train,50,later,
247,train,50,later,
248,train,50,later,
249,train,50,later,
250,train,50,later,
251,train,50,later,
252,train,50,later,
253,train,50,later,
254,train,50,later,
255,train,50,later,
256,train,54,man,
257,train,54,man,
258,train,54,man,
259,train,54,man,
260,train,54,man,
261,train,54,man,
262,train,54,man,
263,train,54,man,
264,train,54,man,
265,train,54,man,
266,train,54,man,
267,train,54,man,
268,train,57,pizza,
269,train,57,pizza,
270,train,57,pizza,
271,train,57,pizza,
272,train,57,pizza,
273,train,57,pizza,
274,train,57,pizza,
275,train,57,pizza,
276,train,57,pizza,
277,train,57,pizza,
278,train,57,pizza,
279,train,57,pizza,
280,train,61,shirt,
281,train,61,shirt,
282,train,61,shirt,
283,train,61,shirt,
284,train,61,shirt,
285,train,61,shirt,
286,train,61,shirt,
287,train,61,shirt,
288,train,61,shirt,
289,train,61,shirt,
290,train,61,shirt,
291,train,61,shirt,
292,train,70,what,
293,train,70,what,
294,train,70,what,
295,train,70,what,
296,train,70,what,
297,train,70,what,
298,train,70,what,
299,train,70,what,
300,train,70,what,
301,train,70,what,
302,train,70,what,
303,train,70,what,
304,train,73,yes,
305,train,73,yes,
306,train,73,yes,
307,train,73,yes,
308,train,73,yes,
309,train,73,yes,
310,train,73,yes,
311,train,73,yes,
312,train,73,yes,
313,train,73,yes,
314,train,73,yes,
315,train,73,yes,
316,train,25,apple,
317,train,25,apple,
318,train,25,apple,
319,train,25,apple,
320,train,25,apple,
321,train,25,apple,
322,train,25,apple,
323,train,25,apple,
324,train,25,apple,
325,train,25,apple,
326,train,25,apple,
327,train,26,bar,
328,train,26,bar,
329,train,26,bar,
330,train,26,bar,
331,train,26,bar,
332,train,26,bar,
333,train,26,bar,
334,train,26,bar,
335,train,26,bar,
336,train,26,bar,
337,train,26,bar,
338,train,30,brother,
339,train,30,brother,
340,train,30,brother,
341,train,30,brother,
342,train,30,brother,
343,train,30,brother,
344,train,30,brother,
345,train,30,brother,
346,train,30,brother,
347,train,30,brother,
348,train,30,brother,
349,train,33,champion,
350,train,33,champion,
351,train,33,champion,
352,train,33,champion,
353,train,33,champion,
354,train,33,champion,
355,train,33,champion,
356,train,33,champion,
357,train,33,champion,
358,train,33,champion,
359,train,33,champion,
360,train,35,check,
361,train,35,check,
362,train,35,check,
363,train,35,check,
364,train,35,check,
365,train,35,check,
366,train,35,check,
367,train,35,check,
368,train,35,check,
369,train,35,check,
370,train,35,check,
371,train,41,deaf,
372,train,41,deaf,
373,train,41,deaf,
374,train,41,deaf,
375,train,41,deaf,
376,train,41,deaf,
377,train,41,deaf,
378,train,41,deaf,
379,train,41,deaf,
380,train,41,deaf,
381,train,41,deaf,
382,train,42,delay,
383,train,42,delay,
384,train,42,delay,
385,train,42,delay,
386,train,42,delay,
387,train,42,delay,
388,train,42,delay,
389,train,42,delay,
390,train,42,delay,
391,train,42,delay,
392,train,42,delay,
393,train,43,dog,
394,train,43,dog,
395,train,43,dog,
396,train,43,dog,
397,train,43,dog,
398,train,43,dog,
399,train,43,dog,
400,train,43,dog,
401,train,43,dog,
402,train,43,dog,
403,train,43,dog,
404,train,44,environment,
405,train,44,environment,
406,train,44,environment,
407,train,44,environment,
408,train,44,environment,
409,train,44,environment,
410,train,44,environment,
411,train,44,environment,
412,train,44,environment,
413,train,44,environment,
414,train,44,environment,
415,train,45,example,
416,train,45,example,
417,train,45,example,
418,train,45,example,
419,train,45,example,
420,train,45,example,
421,train,45,example,
422,train,45,example,
423,train,45,example,
424,train,45,example,
425,train,45,example,
426,train,46,family,
427,train,46,family,
428,train,46,family,
429,train,46,family,
430,train,46,family,
431,train,46,family,
432,train,46,family,
433,train,46,family,
434,train,46,family,
435,train,46,family,
436,train,46,family,
437,train,47,far,
438,train,47,far,
439,train,47,far,
440,train,47,far,
441,train,47,far,
442,train,47,far,
443,train,47,far,
444,train,47,far,
445,train,47,far,
446,train,47,far,
447,train,47,far,
448,train,51,laugh,
449,train,51,laugh,
450,train,51,laugh,
451,train,51,laugh,
452,train,51,laugh,
453,train,51,laugh,
454,train,51,laugh,
455,train,51,laugh,
456,train,51,laugh,
457,train,51,laugh,
458,train,51,laugh,
459,train,52,leave,
460,train,52,leave,
461,train,52,leave,
462,train,52,leave,
463,train,52,leave,
464,train,52,leave,
465,train,52,leave,
466,train,52,leave,
467,train,52,leave,
468,train,52,leave,
469,train,52,leave,
470,train,53,letter,
471,train,53,letter,
472,train,53,letter,
473,train,53,letter,
474,train,53,letter,
475,train,53,letter,
476,train,53,letter,
477,train,53,letter,
478,train,53,letter,
479,train,53,letter,
480,train,53,letter,
481,train,55,mother,
482,train,55,mother,
483,train,55,mother,
484,train,55,mother,
485,train,55,mother,
486,train,55,mother,
487,train,55,mother,
488,train,55,mother,
489,train,55,mother,
490,train,55,mother,
491,train,55,mother,
492,train,56,no,
493,train,56,no,
494,train,56,no,
495,train,56,no,
496,train,56,no,
497,train,56,no,
498,train,56,no,
499,train,56,no,
500,train,56,no,
501,train,56,no,
502,train,56,no,
503,train,58,play,
504,train,58,play,
505,train,58,play,
506,train,58,play,
507,train,58,play,
508,train,58,play,
509,train,58,play,
510,train,58,play,
511,train,58,play,
512,train,58,play,
513,train,58,play,
514,train,59,room,
515,train,59,room,
516,train,59,room,
517,train,59,room,
518,train,59,room,
519,train,59,room,
520,train,59,room,
521,train,59,room,
522,train,59,room,
523,train,59,room,
524,train,59,room,
525,train,60,score,
526,train,60,score,
527,train,60,score,
528,train,60,score,
529,train,60,score,
530,train,60,score,
531,train,60,score,
532,train,60,score,
533,train,60,score,
534,train,60,score,
535,train,60,score,
536,train,63,soon,
537,train,63,soon,
538,train,63,soon,
539,train,63,soon,
540,train,63,soon,
541,train,63,soon,
542,train,63,soon,
543,train,63,soon,
544,train,63,soon,
545,train,63,soon,
546,train,63,soon,
547,train,64,take,
548,train,64,take,
549,train,64,take,
550,train,64,take,
551,train,64,take,
552,train,64,take,
553,train,64,take,
554,train,64,take,
555,train,64,take,
556,train,64,take,
557,train,64,take,
558,train,67,thursday,
559,train,67,thursday,
560,train,67,thursday,
561,train,67,thursday,
562,train,67,thursday,
563,train,67,thursday,
564,train,67,thursday,
565,train,67,thursday,
566,train,67,thursday,
567,train,67,thursday,
568,train,67,thursday,
569,train,69,walk,
570,train,69,walk,
571,train,69,walk,
572,train,69,walk,
573,train,69,walk,
574,train,69,walk,
575,train,69,walk,
576,train,69,walk,
577,train,69,walk,
578,train,69,walk,
579,train,69,walk,
580,train,72,why,
581,train,72,why,
582,train,72,why,
583,train,72,why,
584,train,72,why,
585,train,72,why,
586,train,72,why,
587,train,72,why,
588,train,72,why,
589,train,72,why,
590,train,72,why,
591,train,16,R,R2837.jpg
0,val,16,R,R2189.jpg
592,train,16,R,R1480.jpg
593,train,16,R,R1494.jpg
594,train,16,R,R2823.jpg
595,train,16,R,R228.jpg
596,train,16,R,R200.jpg
597,train,16,R,R566.jpg
598,train,16,R,R572.jpg
599,train,16,R,R214.jpg
600,train,16,R,R1325.jpg
601,train,16,R,R1443.jpg
602,train,16,R,R599.jpg
603,train,16,R,R1457.jpg
604,train,16,R,R1331.jpg
605,train,16,R,R1319.jpg
1,val,16,R,R2610.jpg
606,train,16,R,R2176.jpg
607,train,16,R,R2162.jpg
608,train,16,R,R1682.jpg
609,train,16,R,R980.jpg
610,train,16,R,R758.jpg
611,train,16,R,R1696.jpg
612,train,16,R,R994.jpg
613,train,16,R,R764.jpg
614,train,16,R,R1866.jpg
615,train,16,R,R770.jpg
616,train,16,R,R1872.jpg
617,train,16,R,R2348.jpg
618,train,16,R,R1899.jpg
619,train,16,R,R1641.jpg
620,train,16,R,R943.jpg
2,val,16,R,R1127.jpg
621,train,16,R,R1133.jpg
622,train,16,R,R1655.jpg
623,train,16,R,R957.jpg
624,train,16,R,R2374.jpg
625,train,16,R,R2412.jpg
626,train,16,R,R2406.jpg
627,train,16,R,R2360.jpg
628,train,16,R,R1669.jpg
629,train,16,R,R1090.jpg
630,train,16,R,R1084.jpg
631,train,16,R,R10.jpg
632,train,16,R,R638.jpg
633,train,16,R,R38.jpg
634,train,16,R,R610.jpg
635,train,16,R,R1912.jpg
636,train,16,R,R162.jpg
637,train,16,R,R604.jpg
638,train,16,R,R1906.jpg
639,train,16,R,R1735.jpg
3,val,16,R,R837.jpg
4,val,16,R,R189.jpg
640,train,16,R,R1053.jpg
641,train,16,R,R1047.jpg
642,train,16,R,R1721.jpg
643,train,16,R,R823.jpg
644,train,16,R,R2228.jpg
645,train,16,R,R1709.jpg
646,train,16,R,R348.jpg
647,train,16,R,R1292.jpg
648,train,16,R,R2943.jpg
5,val,16,R,R2957.jpg
649,train,16,R,R1286.jpg
650,train,16,R,R374.jpg
651,train,16,R,R412.jpg
652,train,16,R,R406.jpg
6,val,16,R,R360.jpg
653,train,16,R,R2980.jpg
654,train,16,R,R1251.jpg
655,train,16,R,R1537.jpg
656,train,16,R,R1523.jpg
657,train,16,R,R1245.jpg
658,train,16,R,R2994.jpg
659,train,16,R,R2002.jpg
660,train,16,R,R2016.jpg
661,train,16,R,R2770.jpg
7,val,16,R,R1279.jpg
662,train,16,R,R2017.jpg
8,val,16,R,R1278.jpg
9,val,16,R,R2771.jpg
663,train,16,R,R2003.jpg
664,train,16,R,R1522.jpg
665,train,16,R,R2995.jpg
666,train,16,R,R1244.jpg
667,train,16,R,R1250.jpg
668,train,16,R,R2981.jpg
669,train,16,R,R1536.jpg
670,train,16,R,R407.jpg
10,val,16,R,R361.jpg
671,train,16,R,R375.jpg
672,train,16,R,R413.jpg
673,train,16,R,R1287.jpg
674,train,16,R,R2956.jpg
11,val,16,R,R2942.jpg
675,train,16,R,R1293.jpg
676,train,16,R,R349.jpg
677,train,16,R,R1708.jpg
678,train,16,R,R1046.jpg
679,train,16,R,R822.jpg
680,train,16,R,R1720.jpg
681,train,16,R,R836.jpg
12,val,16,R,R1734.jpg
682,train,16,R,R1052.jpg
683,train,16,R,R188.jpg
684,train,16,R,R163.jpg
13,val,16,R,R1907.jpg
14,val,16,R,R605.jpg
15,val,16,R,R1913.jpg
685,train,16,R,R611.jpg
686,train,16,R,R39.jpg
687,train,16,R,R177.jpg
688,train,16,R,R1085.jpg
689,train,16,R,R639.jpg
690,train,16,R,R11.jpg
691,train,16,R,R1091.jpg
16,val,16,R,R2407.jpg
692,train,16,R,R1668.jpg
693,train,16,R,R2361.jpg
694,train,16,R,R2375.jpg
695,train,16,R,R2413.jpg
17,val,16,R,R1132.jpg
18,val,16,R,R956.jpg
19,val,16,R,R1654.jpg
696,train,16,R,R942.jpg
20,val,16,R,R1640.jpg
697,train,16,R,R1898.jpg
698,train,16,R,R2349.jpg
699,train,16,R,R1126.jpg
21,val,16,R,R1873.jpg
700,train,16,R,R771.jpg
701,train,16,R,R1867.jpg
702,train,16,R,R765.jpg
703,train,16,R,R995.jpg
704,train,16,R,R1697.jpg
22,val,16,R,R759.jpg
705,train,16,R,R981.jpg
706,train,16,R,R1683.jpg
707,train,16,R,R2163.jpg
708,train,16,R,R1318.jpg
709,train,16,R,R2177.jpg
23,val,16,R,R1456.jpg
710,train,16,R,R1330.jpg
24,val,16,R,R1324.jpg
711,train,16,R,R598.jpg
712,train,16,R,R1442.jpg
713,train,16,R,R573.jpg
25,val,16,R,R215.jpg
714,train,16,R,R201.jpg
715,train,16,R,R567.jpg
716,train,16,R,R1495.jpg
717,train,16,R,R229.jpg
718,train,16,R,R2822.jpg
719,train,16,R,R2836.jpg
720,train,16,R,R1481.jpg
721,train,16,R,R2188.jpg
26,val,16,R,R2820.jpg
722,train,16,R,R1497.jpg
723,train,16,R,R559.jpg
27,val,16,R,R1483.jpg
724,train,16,R,R2834.jpg
725,train,16,R,R217.jpg
726,train,16,R,R571.jpg
727,train,16,R,R565.jpg
728,train,16,R,R2808.jpg
729,train,16,R,R203.jpg
730,train,16,R,R1332.jpg
731,train,16,R,R1454.jpg
732,train,16,R,R1440.jpg
733,train,16,R,R2149.jpg
734,train,16,R,R1468.jpg
735,train,16,R,R2161.jpg
736,train,16,R,R997.jpg
737,train,16,R,R1695.jpg
738,train,16,R,R983.jpg
739,train,16,R,R1681.jpg
740,train,16,R,R1859.jpg
741,train,16,R,R2388.jpg
742,train,16,R,R1871.jpg
743,train,16,R,R773.jpg
744,train,16,R,R1865.jpg
745,train,16,R,R767.jpg
746,train,16,R,R954.jpg
747,train,16,R,R1656.jpg
748,train,16,R,R2439.jpg
28,val,16,R,R1130.jpg
749,train,16,R,R1124.jpg
750,train,16,R,R798.jpg
751,train,16,R,R940.jpg
752,train,16,R,R1642.jpg
29,val,16,R,R2363.jpg
753,train,16,R,R968.jpg
754,train,16,R,R2405.jpg
30,val,16,R,R2411.jpg
755,train,16,R,R1118.jpg
31,val,16,R,R2377.jpg
756,train,16,R,R13.jpg
757,train,16,R,R1939.jpg
32,val,16,R,R1087.jpg
758,train,16,R,R1093.jpg
759,train,16,R,R149.jpg
760,train,16,R,R1905.jpg
33,val,16,R,R607.jpg
34,val,16,R,R161.jpg
35,val,16,R,R175.jpg
761,train,16,R,R1911.jpg
762,train,16,R,R613.jpg
763,train,16,R,R820.jpg
764,train,16,R,R1722.jpg
765,train,16,R,R1044.jpg
766,train,16,R,R1050.jpg
767,train,16,R,R2559.jpg
768,train,16,R,R834.jpg
769,train,16,R,R1736.jpg
770,train,16,R,R1078.jpg
771,train,16,R,R2565.jpg
772,train,16,R,R808.jpg
773,train,16,R,R2954.jpg
36,val,16,R,R1285.jpg
774,train,16,R,R439.jpg
775,train,16,R,R1291.jpg
776,train,16,R,R2798.jpg
777,train,16,R,R2940.jpg
778,train,16,R,R363.jpg
779,train,16,R,R2968.jpg
780,train,16,R,R405.jpg
781,train,16,R,R411.jpg
782,train,16,R,R377.jpg
783,train,16,R,R1246.jpg
37,val,16,R,R2997.jpg
784,train,16,R,R2029.jpg
785,train,16,R,R1520.jpg
786,train,16,R,R1534.jpg
38,val,16,R,R2983.jpg
787,train,16,R,R1252.jpg
788,train,16,R,R388.jpg
789,train,16,R,R2015.jpg
39,val,16,R,R2001.jpg
790,train,16,R,R1508.jpg
791,train,16,R,R1509.jpg
792,train,16,R,R2000.jpg
793,train,16,R,R2766.jpg
40,val,16,R,R2772.jpg
794,train,16,R,R2014.jpg
795,train,16,R,R1535.jpg
796,train,16,R,R389.jpg
797,train,16,R,R1253.jpg
798,train,16,R,R2982.jpg
799,train,16,R,R2996.jpg
800,train,16,R,R1247.jpg
801,train,16,R,R1521.jpg
41,val,16,R,R2028.jpg
802,train,16,R,R410.jpg
42,val,16,R,R376.jpg
803,train,16,R,R2969.jpg
804,train,16,R,R362.jpg
805,train,16,R,R404.jpg
806,train,16,R,R2941.jpg
807,train,16,R,R1290.jpg
808,train,16,R,R1284.jpg
809,train,16,R,R2955.jpg
810,train,16,R,R2564.jpg
811,train,16,R,R809.jpg
812,train,16,R,R1079.jpg
813,train,16,R,R2558.jpg
43,val,16,R,R1051.jpg
814,train,16,R,R1737.jpg
815,train,16,R,R835.jpg
44,val,16,R,R1723.jpg
816,train,16,R,R821.jpg
45,val,16,R,R1045.jpg
46,val,16,R,R174.jpg
817,train,16,R,R612.jpg
818,train,16,R,R1910.jpg
819,train,16,R,R606.jpg
47,val,16,R,R1904.jpg
820,train,16,R,R160.jpg
821,train,16,R,R148.jpg
822,train,16,R,R1092.jpg
823,train,16,R,R1938.jpg
48,val,16,R,R12.jpg
824,train,16,R,R1086.jpg
825,train,16,R,R1119.jpg
49,val,16,R,R2410.jpg
826,train,16,R,R2376.jpg
827,train,16,R,R969.jpg
50,val,16,R,R2362.jpg
51,val,16,R,R2404.jpg
828,train,16,R,R1125.jpg
52,val,16,R,R1643.jpg
53,val,16,R,R941.jpg
829,train,16,R,R799.jpg
830,train,16,R,R1657.jpg
54,val,16,R,R955.jpg
831,train,16,R,R1131.jpg
55,val,16,R,R2438.jpg
832,train,16,R,R766.jpg
833,train,16,R,R1864.jpg
834,train,16,R,R772.jpg
835,train,16,R,R1870.jpg
836,train,16,R,R2389.jpg
837,train,16,R,R1858.jpg
838,train,16,R,R1680.jpg
839,train,16,R,R982.jpg
840,train,16,R,R1694.jpg
841,train,16,R,R996.jpg
842,train,16,R,R2612.jpg
843,train,16,R,R2160.jpg
56,val,16,R,R1469.jpg
844,train,16,R,R2148.jpg
845,train,16,R,R1441.jpg
846,train,16,R,R1333.jpg
847,train,16,R,R1455.jpg
848,train,16,R,R564.jpg
57,val,16,R,R202.jpg
849,train,16,R,R2809.jpg
850,train,16,R,R216.jpg
851,train,16,R,R570.jpg
852,train,16,R,R1482.jpg
58,val,16,R,R558.jpg
853,train,16,R,R2835.jpg
59,val,16,R,R2821.jpg
854,train,16,R,R1496.jpg
855,train,16,R,R574.jpg
856,train,16,R,R212.jpg
857,train,16,R,R2819.jpg
858,train,16,R,R206.jpg
859,train,16,R,R560.jpg
60,val,16,R,R548.jpg
860,train,16,R,R1492.jpg
861,train,16,R,R2825.jpg
862,train,16,R,R2831.jpg
863,train,16,R,R1486.jpg
61,val,16,R,R2164.jpg
62,val,16,R,R2170.jpg
864,train,16,R,R1479.jpg
63,val,16,R,R2158.jpg
865,train,16,R,R1451.jpg
866,train,16,R,R1337.jpg
867,train,16,R,R1323.jpg
868,train,16,R,R1445.jpg
869,train,16,R,R1874.jpg
64,val,16,R,R776.jpg
65,val,16,R,R1860.jpg
870,train,16,R,R762.jpg
871,train,16,R,R2399.jpg
872,train,16,R,R992.jpg
66,val,16,R,R1690.jpg
873,train,16,R,R1848.jpg
874,train,16,R,R986.jpg
875,train,16,R,R1684.jpg
876,train,16,R,R1109.jpg
67,val,16,R,R2400.jpg
877,train,16,R,R2366.jpg
878,train,16,R,R979.jpg
879,train,16,R,R2372.jpg
880,train,16,R,R2414.jpg
68,val,16,R,R1135.jpg
881,train,16,R,R789.jpg
882,train,16,R,R951.jpg
883,train,16,R,R1653.jpg
884,train,16,R,R945.jpg
885,train,16,R,R1647.jpg
886,train,16,R,R1121.jpg
69,val,16,R,R2428.jpg
70,val,16,R,R164.jpg
887,train,16,R,R1900.jpg
888,train,16,R,R602.jpg
889,train,16,R,R1914.jpg
890,train,16,R,R616.jpg
891,train,16,R,R1082.jpg
892,train,16,R,R158.jpg
893,train,16,R,R16.jpg
894,train,16,R,R1928.jpg
895,train,16,R,R1096.jpg
71,val,16,R,R819.jpg
896,train,16,R,R2560.jpg
897,train,16,R,R1069.jpg
72,val,16,R,R2548.jpg
898,train,16,R,R1041.jpg
899,train,16,R,R825.jpg
900,train,16,R,R1727.jpg
901,train,16,R,R831.jpg
902,train,16,R,R1733.jpg
903,train,16,R,R1055.jpg
904,train,16,R,R400.jpg
905,train,16,R,R366.jpg
906,train,16,R,R2979.jpg
907,train,16,R,R372.jpg
908,train,16,R,R414.jpg
73,val,16,R,R2789.jpg
909,train,16,R,R2951.jpg
74,val,16,R,R1280.jpg
910,train,16,R,R1294.jpg
911,train,16,R,R2945.jpg
912,train,16,R,R1519.jpg
913,train,16,R,R2010.jpg
914,train,16,R,R2776.jpg
915,train,16,R,R2004.jpg
916,train,16,R,R1525.jpg
917,train,16,R,R1243.jpg
918,train,16,R,R399.jpg
919,train,16,R,R2992.jpg
920,train,16,R,R2986.jpg
921,train,16,R,R1257.jpg
922,train,16,R,R1531.jpg
923,train,16,R,R2038.jpg
924,train,16,R,R1256.jpg
75,val,16,R,R2987.jpg
925,train,16,R,R2039.jpg
926,train,16,R,R1530.jpg
927,train,16,R,R1524.jpg
928,train,16,R,R2993.jpg
929,train,16,R,R398.jpg
930,train,16,R,R1242.jpg
931,train,16,R,R2005.jpg
932,train,16,R,R2011.jpg
933,train,16,R,R1518.jpg
934,train,16,R,R2777.jpg
935,train,16,R,R2944.jpg
936,train,16,R,R1295.jpg
937,train,16,R,R429.jpg
938,train,16,R,R1281.jpg
76,val,16,R,R2950.jpg
77,val,16,R,R2788.jpg
939,train,16,R,R373.jpg
78,val,16,R,R2978.jpg
940,train,16,R,R415.jpg
941,train,16,R,R401.jpg
79,val,16,R,R367.jpg
942,train,16,R,R1732.jpg
943,train,16,R,R830.jpg
80,val,16,R,R1054.jpg
944,train,16,R,R1040.jpg
81,val,16,R,R2549.jpg
945,train,16,R,R1726.jpg
946,train,16,R,R824.jpg
82,val,16,R,R1068.jpg
947,train,16,R,R2561.jpg
948,train,16,R,R818.jpg
949,train,16,R,R1929.jpg
950,train,16,R,R1097.jpg
951,train,16,R,R1083.jpg
83,val,16,R,R17.jpg
952,train,16,R,R617.jpg
953,train,16,R,R1915.jpg
954,train,16,R,R171.jpg
955,train,16,R,R165.jpg
956,train,16,R,R603.jpg
957,train,16,R,R1901.jpg
958,train,16,R,R1646.jpg
84,val,16,R,R944.jpg
85,val,16,R,R2429.jpg
959,train,16,R,R1120.jpg
960,train,16,R,R1134.jpg
961,train,16,R,R1652.jpg
962,train,16,R,R950.jpg
963,train,16,R,R788.jpg
964,train,16,R,R2373.jpg
965,train,16,R,R978.jpg
86,val,16,R,R2415.jpg
966,train,16,R,R2401.jpg
967,train,16,R,R1108.jpg
87,val,16,R,R2367.jpg
968,train,16,R,R1685.jpg
969,train,16,R,R987.jpg
88,val,16,R,R1849.jpg
970,train,16,R,R1691.jpg
971,train,16,R,R993.jpg
972,train,16,R,R2398.jpg
973,train,16,R,R763.jpg
974,train,16,R,R1861.jpg
89,val,16,R,R777.jpg
90,val,16,R,R1875.jpg
975,train,16,R,R1322.jpg
976,train,16,R,R1444.jpg
977,train,16,R,R1450.jpg
978,train,16,R,R2159.jpg
979,train,16,R,R1336.jpg
980,train,16,R,R2617.jpg
981,train,16,R,R1478.jpg
91,val,16,R,R2171.jpg
982,train,16,R,R2165.jpg
92,val,16,R,R2830.jpg
983,train,16,R,R1487.jpg
984,train,16,R,R1493.jpg
93,val,16,R,R549.jpg
985,train,16,R,R2824.jpg
986,train,16,R,R207.jpg
987,train,16,R,R561.jpg
988,train,16,R,R575.jpg
989,train,16,R,R2818.jpg
990,train,16,R,R213.jpg
991,train,16,R,R563.jpg
992,train,16,R,R205.jpg
993,train,16,R,R211.jpg
994,train,16,R,R577.jpg
94,val,16,R,R1485.jpg
995,train,16,R,R239.jpg
996,train,16,R,R2832.jpg
95,val,16,R,R2826.jpg
997,train,16,R,R1491.jpg
998,train,16,R,R2173.jpg
999,train,16,R,R1308.jpg
1000,train,16,R,R2167.jpg
1001,train,16,R,R1446.jpg
96,val,16,R,R1320.jpg
1002,train,16,R,R1334.jpg
1003,train,16,R,R1452.jpg
1004,train,16,R,R588.jpg
1005,train,16,R,R761.jpg
1006,train,16,R,R1863.jpg
1007,train,16,R,R775.jpg
1008,train,16,R,R1877.jpg
1009,train,16,R,R1687.jpg
97,val,16,R,R985.jpg
1010,train,16,R,R1693.jpg
